               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 323,            0.015907,           0.0066481,           0.0012532,             0.99637,                   1,               0.995,             0.91646,           0.0097597,           0.0025749,          0.00074833,           0.0036244,           0.0036244,           0.0036244
                 324,            0.015178,           0.0070594,           0.0011135,              0.9965,                   1,               0.995,             0.90333,           0.0099046,            0.002591,          0.00074951,           0.0036046,           0.0036046,           0.0036046
                 325,             0.01617,           0.0066378,           0.0013025,             0.99667,                   1,               0.995,             0.93033,           0.0095616,            0.002549,          0.00073694,           0.0035848,           0.0035848,           0.0035848
                 326,            0.015967,           0.0062375,           0.0012502,             0.99673,                   1,               0.995,             0.92306,           0.0096509,           0.0025619,          0.00074508,            0.003565,            0.003565,            0.003565
                 327,            0.015909,           0.0060901,           0.0011615,             0.99664,                   1,               0.995,             0.92234,           0.0099366,           0.0025526,          0.00074173,           0.0035452,           0.0035452,           0.0035452
                 328,            0.015668,           0.0063294,           0.0010925,             0.99662,                   1,               0.995,             0.93887,           0.0098089,           0.0025603,          0.00075472,           0.0035254,           0.0035254,           0.0035254
                 329,            0.016775,           0.0069047,           0.0018828,             0.99661,                   1,               0.995,             0.93138,           0.0094208,            0.002611,          0.00075835,           0.0035056,           0.0035056,           0.0035056
                 330,            0.014898,           0.0066524,           0.0013479,             0.99666,                   1,               0.995,             0.92775,            0.010025,           0.0026951,          0.00076027,           0.0034858,           0.0034858,           0.0034858
                 331,            0.015723,           0.0067166,          0.00090109,              0.9966,                   1,               0.995,             0.93895,           0.0095896,           0.0026425,          0.00075629,            0.003466,            0.003466,            0.003466
                 332,            0.014971,           0.0063987,           0.0015011,             0.99651,                   1,               0.995,             0.91369,             0.01008,           0.0026415,          0.00076921,           0.0034462,           0.0034462,           0.0034462
                 333,             0.01664,           0.0064142,           0.0013507,             0.99653,                   1,               0.995,             0.92252,           0.0093549,           0.0026309,          0.00076266,           0.0034264,           0.0034264,           0.0034264
                 334,            0.018452,           0.0072113,          0.00095477,             0.99651,                   1,               0.995,             0.91901,           0.0098791,           0.0026741,          0.00076939,           0.0034066,           0.0034066,           0.0034066
                 335,            0.015623,           0.0064526,           0.0016555,             0.99627,                   1,               0.995,             0.91834,           0.0089749,           0.0026913,            0.000759,           0.0033868,           0.0033868,           0.0033868
                 336,            0.014424,           0.0065354,            0.001334,             0.99615,                   1,               0.995,              0.9203,           0.0093937,           0.0027212,          0.00075472,            0.003367,            0.003367,            0.003367
                 337,            0.014758,           0.0074197,           0.0013462,             0.99622,                   1,               0.995,             0.91564,           0.0087759,           0.0026977,          0.00075537,           0.0033472,           0.0033472,           0.0033472
                 338,            0.015342,           0.0067753,           0.0025505,              0.9961,                   1,               0.995,             0.91202,           0.0088294,           0.0026942,          0.00075526,           0.0033274,           0.0033274,           0.0033274
                 339,            0.013971,           0.0059365,           0.0010074,             0.99609,                   1,               0.995,               0.906,            0.010495,           0.0027992,          0.00074986,           0.0033076,           0.0033076,           0.0033076
                 340,            0.017114,            0.007457,           0.0013911,             0.99603,                   1,               0.995,             0.91984,           0.0089596,           0.0026656,          0.00074819,           0.0032878,           0.0032878,           0.0032878
                 341,            0.015647,           0.0068274,           0.0023235,             0.99601,                   1,               0.995,             0.91515,           0.0091889,           0.0026708,          0.00074315,            0.003268,            0.003268,            0.003268
                 342,            0.015237,           0.0061708,           0.0026118,             0.99615,                   1,               0.995,              0.9299,           0.0087115,           0.0026818,          0.00074088,           0.0032482,           0.0032482,           0.0032482
                 343,            0.014424,           0.0065851,           0.0010029,             0.99597,                   1,               0.995,             0.88313,            0.010107,           0.0027994,          0.00074146,           0.0032284,           0.0032284,           0.0032284
                 344,            0.014632,           0.0064401,           0.0023661,             0.99591,                   1,               0.995,             0.93195,           0.0092932,           0.0027681,          0.00073973,           0.0032086,           0.0032086,           0.0032086
                 345,            0.015475,           0.0066536,           0.0013126,             0.99602,                   1,               0.995,             0.90137,            0.010655,           0.0028018,          0.00074488,           0.0031888,           0.0031888,           0.0031888
                 346,            0.016598,           0.0072683,          0.00089923,             0.99629,                   1,               0.995,             0.92932,           0.0087733,            0.002685,          0.00074491,            0.003169,            0.003169,            0.003169
                 347,             0.01314,           0.0058382,           0.0025211,             0.99601,                   1,               0.995,             0.90128,           0.0092817,           0.0026443,          0.00075245,           0.0031492,           0.0031492,           0.0031492
                 348,              0.0153,           0.0056541,           0.0014379,             0.99598,                   1,               0.995,             0.95214,            0.008308,           0.0024791,          0.00075499,           0.0031294,           0.0031294,           0.0031294
                 349,            0.014677,           0.0075477,           0.0011958,             0.99601,                   1,               0.995,             0.90794,           0.0096486,           0.0025729,          0.00074007,           0.0031096,           0.0031096,           0.0031096
                 350,            0.016433,           0.0078031,           0.0011739,             0.99598,                   1,               0.995,             0.92309,           0.0084752,           0.0024275,          0.00073747,           0.0030898,           0.0030898,           0.0030898
                 351,            0.014496,           0.0066581,           0.0013532,             0.99584,                   1,               0.995,             0.92405,           0.0098782,           0.0024498,          0.00072301,             0.00307,             0.00307,             0.00307
                 352,            0.014826,           0.0069173,           0.0018049,             0.99595,                   1,               0.995,             0.91917,           0.0086449,           0.0024282,          0.00070584,           0.0030502,           0.0030502,           0.0030502
                 353,            0.015079,           0.0056733,          0.00083999,              0.9961,                   1,               0.995,             0.92587,           0.0094341,           0.0024473,          0.00069675,           0.0030304,           0.0030304,           0.0030304
                 354,            0.015154,           0.0068072,            0.002289,             0.99615,                   1,               0.995,             0.92854,           0.0091047,           0.0025458,          0.00068023,           0.0030106,           0.0030106,           0.0030106
                 355,            0.015806,           0.0066766,           0.0017944,             0.99637,                   1,               0.995,             0.91558,           0.0092182,           0.0026853,          0.00065856,           0.0029908,           0.0029908,           0.0029908
                 356,            0.017525,           0.0060899,          0.00073712,              0.9964,                   1,               0.995,             0.92817,            0.010262,           0.0028178,          0.00064333,            0.002971,            0.002971,            0.002971
                 357,            0.013965,           0.0058988,          0.00087084,             0.99617,                   1,               0.995,              0.9329,           0.0094544,           0.0028228,          0.00063123,           0.0029512,           0.0029512,           0.0029512
                 358,            0.014912,           0.0066365,           0.0011294,             0.99618,                   1,               0.995,             0.92435,           0.0096673,           0.0028984,           0.0006112,           0.0029314,           0.0029314,           0.0029314
                 359,            0.015536,           0.0068837,           0.0019829,             0.99626,                   1,               0.995,             0.92809,            0.008687,           0.0027519,          0.00060121,           0.0029116,           0.0029116,           0.0029116
                 360,            0.015287,           0.0063675,           0.0021225,             0.99626,                   1,               0.995,             0.93892,           0.0092781,            0.002736,          0.00060119,           0.0028918,           0.0028918,           0.0028918
                 361,            0.015132,            0.006765,           0.0011752,             0.99616,                   1,               0.995,             0.95158,            0.008347,           0.0025719,          0.00059599,            0.002872,            0.002872,            0.002872
                 362,            0.017029,           0.0069529,           0.0032359,             0.99608,                   1,               0.995,             0.91644,           0.0094821,           0.0026669,          0.00059441,           0.0028522,           0.0028522,           0.0028522
                 363,            0.016585,           0.0066663,           0.0031396,             0.99619,                   1,               0.995,             0.93159,           0.0087165,           0.0026032,          0.00059696,           0.0028324,           0.0028324,           0.0028324
                 364,            0.012981,           0.0059384,          0.00090509,             0.99638,                   1,               0.995,             0.92003,            0.010329,           0.0026491,          0.00059894,           0.0028126,           0.0028126,           0.0028126
                 365,            0.016763,           0.0076992,           0.0014618,             0.99639,                   1,               0.995,             0.92524,           0.0086237,           0.0025087,          0.00060746,           0.0027928,           0.0027928,           0.0027928
                 366,             0.01378,           0.0062727,           0.0033861,             0.99654,                   1,               0.995,             0.94353,           0.0080477,           0.0024578,          0.00061467,            0.002773,            0.002773,            0.002773
                 367,            0.015009,           0.0065352,           0.0032574,             0.99638,                   1,               0.995,             0.93309,           0.0089812,           0.0024786,          0.00062613,           0.0027532,           0.0027532,           0.0027532
                 368,            0.015546,           0.0066511,            0.001133,             0.99616,                   1,               0.995,             0.92827,           0.0089758,           0.0024411,          0.00062464,           0.0027334,           0.0027334,           0.0027334
                 369,            0.015347,           0.0070396,           0.0011004,             0.99602,                   1,               0.995,               0.915,           0.0092711,           0.0024384,          0.00063574,           0.0027136,           0.0027136,           0.0027136
                 370,            0.013298,           0.0056654,          0.00081952,             0.99614,                   1,               0.995,             0.92847,           0.0090935,           0.0024159,          0.00064709,           0.0026938,           0.0026938,           0.0026938
                 371,            0.013698,           0.0055736,          0.00085479,             0.99629,                   1,               0.995,             0.93482,           0.0092077,           0.0023815,          0.00065835,            0.002674,            0.002674,            0.002674
                 372,            0.013875,           0.0055026,           0.0027029,             0.99651,                   1,               0.995,             0.93479,           0.0087138,            0.002354,          0.00065613,           0.0026542,           0.0026542,           0.0026542
                 373,            0.013106,           0.0067658,          0.00077489,             0.99659,                   1,               0.995,              0.9107,           0.0099674,           0.0025311,          0.00064652,           0.0026344,           0.0026344,           0.0026344
                 374,            0.014048,           0.0063857,            0.001181,             0.99669,                   1,               0.995,             0.93032,           0.0082926,           0.0023913,          0.00064029,           0.0026146,           0.0026146,           0.0026146
                 375,            0.013626,           0.0063958,          0.00096856,             0.99649,                   1,               0.995,             0.91219,           0.0091065,             0.00239,          0.00063356,           0.0025948,           0.0025948,           0.0025948
                 376,            0.015295,           0.0065549,           0.0014884,              0.9964,                   1,               0.995,             0.94705,           0.0081081,           0.0023269,           0.0006243,            0.002575,            0.002575,            0.002575
                 377,            0.011857,           0.0059515,          0.00083023,             0.99647,                   1,               0.995,             0.94718,           0.0090026,            0.002408,          0.00062421,           0.0025552,           0.0025552,           0.0025552
                 378,            0.013294,           0.0060918,           0.0010907,             0.99652,                   1,               0.995,             0.94559,           0.0080325,           0.0023119,          0.00063003,           0.0025354,           0.0025354,           0.0025354
                 379,            0.012455,            0.006477,            0.001045,             0.99666,                   1,               0.995,             0.95134,           0.0081179,           0.0022932,           0.0006443,           0.0025156,           0.0025156,           0.0025156
                 380,            0.012649,           0.0053665,           0.0012006,             0.99669,                   1,               0.995,             0.94192,           0.0083234,           0.0023371,           0.0006553,           0.0024958,           0.0024958,           0.0024958
                 381,            0.016707,           0.0061106,           0.0035633,             0.99669,                   1,               0.995,             0.94907,            0.007849,           0.0022786,          0.00064298,            0.002476,            0.002476,            0.002476
                 382,            0.012745,           0.0063278,           0.0010151,             0.99665,                   1,               0.995,             0.95795,           0.0077995,           0.0022716,          0.00064068,           0.0024562,           0.0024562,           0.0024562
                 383,            0.012786,            0.006747,           0.0018781,             0.99653,                   1,               0.995,              0.9524,            0.008711,           0.0023566,          0.00063287,           0.0024364,           0.0024364,           0.0024364
                 384,            0.013605,           0.0057562,           0.0010643,             0.99646,                   1,               0.995,             0.93705,           0.0083138,           0.0023612,          0.00062591,           0.0024166,           0.0024166,           0.0024166
                 385,            0.013287,           0.0054853,           0.0011357,             0.99643,                   1,               0.995,             0.95598,           0.0087932,            0.002408,          0.00061226,           0.0023968,           0.0023968,           0.0023968
                 386,             0.01383,           0.0067702,          0.00086495,             0.99637,                   1,               0.995,             0.94743,           0.0079538,           0.0023699,          0.00059632,            0.002377,            0.002377,            0.002377
                 387,            0.013117,           0.0049765,          0.00099736,             0.99637,                   1,               0.995,              0.9273,           0.0097967,           0.0025206,          0.00057571,           0.0023572,           0.0023572,           0.0023572
                 388,             0.01482,           0.0053996,           0.0016911,             0.99626,                   1,               0.995,             0.94967,           0.0077089,           0.0023618,          0.00057004,           0.0023374,           0.0023374,           0.0023374
                 389,            0.013862,           0.0061843,            0.001314,             0.99622,                   1,               0.995,              0.9217,           0.0095203,           0.0025362,          0.00055756,           0.0023176,           0.0023176,           0.0023176
                 390,             0.01549,           0.0064473,          0.00094566,              0.9962,                   1,               0.995,              0.9475,           0.0075562,           0.0023871,          0.00055402,           0.0022978,           0.0022978,           0.0022978
                 391,            0.011692,           0.0057626,           0.0006343,              0.9961,                   1,               0.995,             0.95471,           0.0082874,           0.0025161,          0.00054531,            0.002278,            0.002278,            0.002278
                 392,            0.014188,           0.0071289,           0.0012837,             0.99606,                   1,               0.995,             0.94709,           0.0076235,           0.0024291,          0.00053692,           0.0022582,           0.0022582,           0.0022582
                 393,            0.012349,           0.0055123,           0.0009901,              0.9959,                   1,               0.995,             0.94701,           0.0088481,           0.0025246,          0.00053231,           0.0022384,           0.0022384,           0.0022384
                 394,            0.012944,           0.0071659,          0.00086221,             0.99582,                   1,               0.995,             0.95302,           0.0080923,           0.0024161,          0.00053076,           0.0022186,           0.0022186,           0.0022186
                 395,            0.012306,           0.0061658,           0.0010292,             0.99578,                   1,               0.995,             0.95306,           0.0079628,           0.0023721,          0.00052877,           0.0021988,           0.0021988,           0.0021988
                 396,            0.012246,           0.0052086,           0.0007581,             0.99579,                   1,               0.995,             0.94863,           0.0078884,           0.0023324,          0.00052425,            0.002179,            0.002179,            0.002179
                 397,            0.014062,           0.0057618,           0.0025342,             0.99577,                   1,               0.995,             0.95375,           0.0086379,           0.0023518,          0.00051719,           0.0021592,           0.0021592,           0.0021592
                 398,            0.013828,           0.0063942,           0.0025986,              0.9959,                   1,               0.995,             0.94176,            0.008459,           0.0023499,          0.00051367,           0.0021394,           0.0021394,           0.0021394
                 399,            0.013991,           0.0060583,           0.0016427,             0.99591,                   1,               0.995,              0.9422,           0.0080818,           0.0023237,           0.0005089,           0.0021196,           0.0021196,           0.0021196
                 400,            0.013898,           0.0062853,           0.0025905,             0.99597,                   1,               0.995,             0.95683,           0.0081748,           0.0023448,          0.00050976,           0.0020998,           0.0020998,           0.0020998
                 401,            0.012095,           0.0060907,           0.0018199,             0.99607,                   1,               0.995,             0.93442,           0.0082278,           0.0023447,          0.00050933,             0.00208,             0.00208,             0.00208
                 402,            0.013003,           0.0060668,          0.00072212,             0.99609,                   1,               0.995,             0.95416,           0.0080829,           0.0023529,          0.00051055,           0.0020602,           0.0020602,           0.0020602
                 403,            0.012808,            0.006649,          0.00079151,             0.99617,                   1,               0.995,             0.94852,           0.0080636,           0.0023162,          0.00050938,           0.0020404,           0.0020404,           0.0020404
                 404,            0.012047,           0.0064889,           0.0014032,             0.99621,                   1,               0.995,             0.95273,           0.0080843,           0.0023302,          0.00050717,           0.0020206,           0.0020206,           0.0020206
                 405,            0.012123,            0.005616,          0.00090316,             0.99626,                   1,               0.995,             0.95852,            0.007394,           0.0022236,           0.0005067,           0.0020008,           0.0020008,           0.0020008
                 406,            0.012838,           0.0057527,           0.0019195,             0.99626,                   1,               0.995,             0.95332,           0.0073826,           0.0022135,          0.00051342,            0.001981,            0.001981,            0.001981
                 407,            0.011388,           0.0054465,          0.00068872,             0.99634,                   1,               0.995,              0.9563,           0.0083193,           0.0023337,          0.00051768,           0.0019612,           0.0019612,           0.0019612
                 408,            0.012733,           0.0054202,          0.00097807,             0.99642,                   1,               0.995,             0.95237,           0.0079549,           0.0023286,          0.00052617,           0.0019414,           0.0019414,           0.0019414
                 409,            0.012572,            0.005832,           0.0013346,             0.99645,                   1,               0.995,              0.9604,           0.0073339,           0.0022547,          0.00053041,           0.0019216,           0.0019216,           0.0019216
                 410,            0.012125,           0.0056331,           0.0010653,              0.9964,                   1,               0.995,             0.96025,           0.0071749,           0.0022452,          0.00052924,           0.0019018,           0.0019018,           0.0019018
                 411,            0.013739,            0.005962,           0.0023592,             0.99632,                   1,               0.995,             0.96326,           0.0073013,           0.0022278,          0.00052662,            0.001882,            0.001882,            0.001882
                 412,            0.012362,           0.0052849,          0.00078478,             0.99635,                   1,               0.995,             0.96197,           0.0072066,             0.00223,           0.0005245,           0.0018622,           0.0018622,           0.0018622
                 413,             0.01206,           0.0056753,           0.0016466,             0.99635,                   1,               0.995,             0.95965,           0.0067754,           0.0022088,          0.00051687,           0.0018424,           0.0018424,           0.0018424
                 414,            0.012311,           0.0056306,           0.0016742,             0.99641,                   1,               0.995,             0.95726,           0.0073462,           0.0022742,          0.00051072,           0.0018226,           0.0018226,           0.0018226
                 415,            0.011005,           0.0052412,          0.00072966,             0.99638,                   1,               0.995,             0.94376,           0.0071339,           0.0022586,          0.00050595,           0.0018028,           0.0018028,           0.0018028
                 416,             0.01263,           0.0050245,           0.0024358,             0.99641,                   1,               0.995,             0.97161,           0.0066109,           0.0021782,          0.00049908,            0.001783,            0.001783,            0.001783
                 417,            0.012258,           0.0067917,          0.00079163,             0.99641,                   1,               0.995,             0.96728,           0.0068059,           0.0021895,          0.00049452,           0.0017632,           0.0017632,           0.0017632
                 418,            0.012938,           0.0059692,           0.0014925,              0.9964,                   1,               0.995,             0.97503,           0.0069924,           0.0022321,          0.00048869,           0.0017434,           0.0017434,           0.0017434
                 419,            0.011415,           0.0060135,          0.00078801,             0.99638,                   1,               0.995,              0.9695,            0.006872,            0.002219,          0.00048275,           0.0017236,           0.0017236,           0.0017236
                 420,            0.012198,            0.005672,          0.00094057,             0.99637,                   1,               0.995,             0.96448,           0.0071909,            0.002231,          0.00047902,           0.0017038,           0.0017038,           0.0017038
                 421,            0.013203,           0.0062515,            0.002144,             0.99628,                   1,               0.995,             0.96174,           0.0068379,           0.0022123,          0.00047397,            0.001684,            0.001684,            0.001684
                 422,            0.011674,           0.0056515,          0.00074724,             0.99625,                   1,               0.995,             0.95989,            0.007628,            0.002278,           0.0004709,           0.0016642,           0.0016642,           0.0016642
                 423,            0.013093,           0.0058852,          0.00084728,             0.99629,                   1,               0.995,             0.94965,           0.0076052,           0.0022917,          0.00046516,           0.0016444,           0.0016444,           0.0016444
                 424,            0.012303,           0.0056661,           0.0021889,             0.99631,                   1,               0.995,             0.95378,           0.0071431,           0.0022882,          0.00045931,           0.0016246,           0.0016246,           0.0016246
                 425,            0.011582,           0.0051655,           0.0041295,             0.99618,                   1,               0.995,             0.95919,           0.0076813,            0.002309,          0.00045236,           0.0016048,           0.0016048,           0.0016048
                 426,            0.012143,           0.0055024,          0.00077334,             0.99621,                   1,               0.995,              0.9531,           0.0074649,           0.0023316,           0.0004483,            0.001585,            0.001585,            0.001585
                 427,            0.012461,           0.0059778,          0.00054308,             0.99623,                   1,               0.995,             0.94662,           0.0076458,           0.0023788,          0.00044377,           0.0015652,           0.0015652,           0.0015652
                 428,            0.012145,           0.0064959,          0.00052579,             0.99638,                   1,               0.995,               0.948,           0.0076225,            0.002395,          0.00044151,           0.0015454,           0.0015454,           0.0015454
                 429,            0.013142,           0.0059093,           0.0018053,             0.99636,                   1,               0.995,             0.95687,           0.0074229,           0.0023561,          0.00043432,           0.0015256,           0.0015256,           0.0015256
                 430,            0.011316,           0.0058572,           0.0018407,             0.99641,                   1,               0.995,             0.94101,           0.0071168,            0.002283,          0.00043025,           0.0015058,           0.0015058,           0.0015058
                 431,            0.012877,           0.0062649,            0.001466,              0.9964,                   1,               0.995,             0.95553,           0.0068873,           0.0022313,          0.00042328,            0.001486,            0.001486,            0.001486
                 432,            0.010389,           0.0053332,          0.00066484,             0.99634,                   1,               0.995,             0.95607,           0.0071964,           0.0022618,          0.00041823,           0.0014662,           0.0014662,           0.0014662
                 433,            0.010775,           0.0056508,          0.00068073,             0.99628,                   1,               0.995,             0.95993,           0.0068844,           0.0022174,          0.00041362,           0.0014464,           0.0014464,           0.0014464
                 434,            0.011435,           0.0058069,           0.0017253,             0.99622,                   1,               0.995,             0.95855,           0.0069285,           0.0021919,          0.00040651,           0.0014266,           0.0014266,           0.0014266
                 435,            0.012586,           0.0066803,             0.00197,             0.99609,                   1,               0.995,             0.95137,           0.0070417,           0.0022165,          0.00040253,           0.0014068,           0.0014068,           0.0014068
                 436,            0.012253,           0.0058522,           0.0013945,             0.99606,                   1,               0.995,             0.96344,           0.0069847,           0.0022202,          0.00039928,            0.001387,            0.001387,            0.001387
                 437,            0.011954,           0.0055165,          0.00057886,             0.99608,                   1,               0.995,             0.95988,           0.0071205,           0.0022402,          0.00039543,           0.0013672,           0.0013672,           0.0013672
                 438,             0.01164,           0.0059917,          0.00086251,             0.99612,                   1,               0.995,              0.9629,           0.0068236,           0.0022181,          0.00039363,           0.0013474,           0.0013474,           0.0013474
                 439,            0.011395,           0.0058255,           0.0006421,             0.99627,                   1,               0.995,             0.95951,           0.0070939,            0.002202,          0.00038491,           0.0013276,           0.0013276,           0.0013276
                 440,            0.011706,           0.0049713,          0.00069965,             0.99639,                   1,               0.995,             0.96277,           0.0067699,           0.0021501,          0.00038029,           0.0013078,           0.0013078,           0.0013078
                 441,            0.011168,           0.0058378,          0.00069238,              0.9965,                   1,               0.995,             0.96902,           0.0064967,            0.002121,          0.00037449,            0.001288,            0.001288,            0.001288
                 442,             0.01033,           0.0058781,          0.00059631,             0.99658,                   1,               0.995,             0.96732,            0.006629,           0.0021475,          0.00037099,           0.0012682,           0.0012682,           0.0012682
                 443,            0.011396,           0.0054788,          0.00067695,             0.99663,                   1,               0.995,             0.96506,           0.0065146,           0.0021565,          0.00036765,           0.0012484,           0.0012484,           0.0012484
                 444,             0.01097,           0.0059838,           0.0017285,             0.99671,                   1,               0.995,             0.96797,           0.0064471,           0.0021643,          0.00036277,           0.0012286,           0.0012286,           0.0012286
                 445,            0.011889,           0.0066524,           0.0007725,             0.99678,                   1,               0.995,             0.96337,           0.0065906,           0.0021761,          0.00035861,           0.0012088,           0.0012088,           0.0012088
                 446,            0.012543,           0.0047235,           0.0013425,             0.99683,                   1,               0.995,             0.96163,           0.0064721,           0.0021837,          0.00035571,            0.001189,            0.001189,            0.001189
                 447,            0.012314,           0.0063048,          0.00086535,             0.99685,                   1,               0.995,             0.95796,           0.0063916,           0.0021952,          0.00035359,           0.0011692,           0.0011692,           0.0011692
                 448,            0.011221,           0.0057927,          0.00051845,             0.99685,                   1,               0.995,             0.96046,           0.0063625,            0.002195,          0.00035078,           0.0011494,           0.0011494,           0.0011494
                 449,            0.011006,            0.005655,          0.00054358,             0.99686,                   1,               0.995,              0.9569,           0.0063321,           0.0021608,          0.00034831,           0.0011296,           0.0011296,           0.0011296
                 450,            0.011759,           0.0050685,           0.0011676,             0.99686,                   1,               0.995,             0.95416,           0.0065357,           0.0021589,          0.00034395,           0.0011098,           0.0011098,           0.0011098
                 451,            0.010181,           0.0054162,          0.00058122,             0.99685,                   1,               0.995,             0.94934,           0.0064711,           0.0021477,          0.00034235,             0.00109,             0.00109,             0.00109
                 452,            0.011721,           0.0052249,           0.0008052,             0.99695,                   1,               0.995,             0.95795,            0.006554,            0.002146,          0.00034182,           0.0010702,           0.0010702,           0.0010702
                 453,            0.010914,           0.0049369,           0.0011227,             0.99693,                   1,               0.995,             0.95934,            0.006153,           0.0021145,          0.00034175,           0.0010504,           0.0010504,           0.0010504
                 454,            0.010237,           0.0052318,          0.00053169,             0.99691,                   1,               0.995,             0.96287,            0.006456,            0.002132,          0.00034052,           0.0010306,           0.0010306,           0.0010306
                 455,            0.011005,           0.0053127,           0.0010634,             0.99695,                   1,               0.995,             0.96331,           0.0060307,           0.0021064,          0.00033841,           0.0010108,           0.0010108,           0.0010108
                 456,            0.010832,           0.0061201,          0.00051127,             0.99693,                   1,               0.995,             0.95982,           0.0063218,           0.0021133,          0.00033747,            0.000991,            0.000991,            0.000991
                 457,             0.01048,           0.0054402,          0.00081359,             0.99694,                   1,               0.995,             0.96522,           0.0060701,           0.0020868,          0.00033502,           0.0009712,           0.0009712,           0.0009712
                 458,            0.011565,           0.0057221,           0.0012146,              0.9969,                   1,               0.995,             0.97182,           0.0062074,           0.0020909,          0.00033204,           0.0009514,           0.0009514,           0.0009514
                 459,            0.011726,           0.0060866,          0.00094203,             0.99692,                   1,               0.995,             0.96606,           0.0062061,           0.0020919,          0.00032987,           0.0009316,           0.0009316,           0.0009316
                 460,            0.011107,           0.0057174,          0.00077171,             0.99686,                   1,               0.995,             0.96666,            0.006213,           0.0021094,           0.0003264,           0.0009118,           0.0009118,           0.0009118
                 461,            0.010899,           0.0049877,           0.0005193,             0.99684,                   1,               0.995,             0.96774,           0.0061092,           0.0021024,          0.00032414,            0.000892,            0.000892,            0.000892
                 462,            0.012289,           0.0055092,           0.0010255,              0.9968,                   1,               0.995,             0.96465,           0.0062418,           0.0021403,          0.00032241,           0.0008722,           0.0008722,           0.0008722
                 463,            0.011252,           0.0050226,          0.00041382,             0.99678,                   1,               0.995,             0.96768,           0.0062033,           0.0021219,          0.00031967,           0.0008524,           0.0008524,           0.0008524
                 464,            0.009993,           0.0052849,           0.0013949,             0.99679,                   1,               0.995,             0.96774,           0.0061672,           0.0020908,          0.00031569,           0.0008326,           0.0008326,           0.0008326
                 465,           0.0098931,           0.0043669,          0.00044657,             0.99674,                   1,               0.995,             0.96824,           0.0060604,           0.0020595,          0.00031148,           0.0008128,           0.0008128,           0.0008128
                 466,            0.011761,           0.0052341,           0.0014749,             0.99676,                   1,               0.995,              0.9742,           0.0060398,           0.0020415,          0.00031079,            0.000793,            0.000793,            0.000793
                 467,            0.011568,           0.0057346,          0.00067784,             0.99672,                   1,               0.995,             0.97192,           0.0061319,           0.0020296,          0.00031004,           0.0007732,           0.0007732,           0.0007732
                 468,            0.010889,           0.0061381,           0.0011106,             0.99667,                   1,               0.995,             0.97602,           0.0058496,           0.0019976,          0.00031096,           0.0007534,           0.0007534,           0.0007534
                 469,            0.011259,           0.0052202,           0.0022108,             0.99666,                   1,               0.995,             0.97581,           0.0057898,           0.0019828,          0.00031145,           0.0007336,           0.0007336,           0.0007336
                 470,             0.01145,           0.0055653,          0.00067092,             0.99665,                   1,               0.995,             0.97921,           0.0058256,           0.0019854,          0.00031054,           0.0007138,           0.0007138,           0.0007138
                 471,            0.011833,           0.0053051,          0.00082426,             0.99662,                   1,               0.995,             0.97474,           0.0058257,           0.0019829,          0.00030825,            0.000694,            0.000694,            0.000694
                 472,            0.011111,           0.0053273,          0.00048781,             0.99659,                   1,               0.995,             0.96848,           0.0059877,           0.0019862,          0.00030539,           0.0006742,           0.0006742,           0.0006742
                 473,            0.011341,           0.0058113,          0.00039962,             0.99658,                   1,               0.995,             0.96752,           0.0059056,           0.0019628,          0.00030354,           0.0006544,           0.0006544,           0.0006544
                 474,            0.010528,           0.0060726,          0.00091781,             0.99657,                   1,               0.995,             0.96773,           0.0058156,           0.0019416,          0.00030057,           0.0006346,           0.0006346,           0.0006346
                 475,            0.011768,           0.0055883,          0.00089364,             0.99659,                   1,               0.995,             0.96593,           0.0059436,           0.0019506,          0.00029822,           0.0006148,           0.0006148,           0.0006148
                 476,            0.011011,           0.0050723,          0.00056383,             0.99656,                   1,               0.995,             0.97269,           0.0059043,           0.0019587,          0.00029512,            0.000595,            0.000595,            0.000595
                 477,            0.010221,           0.0046008,           0.0012308,             0.99659,                   1,               0.995,             0.96684,           0.0060659,           0.0019842,          0.00029351,           0.0005752,           0.0005752,           0.0005752
                 478,            0.010821,           0.0046529,           0.0012124,             0.99659,                   1,               0.995,             0.96369,           0.0061153,           0.0019964,           0.0002897,           0.0005554,           0.0005554,           0.0005554
                 479,           0.0096683,           0.0056404,          0.00053347,             0.99659,                   1,               0.995,             0.96014,           0.0061057,            0.001993,          0.00028707,           0.0005356,           0.0005356,           0.0005356
                 480,            0.010053,           0.0051895,          0.00048808,             0.99663,                   1,               0.995,             0.96214,           0.0060277,           0.0019805,          0.00028387,           0.0005158,           0.0005158,           0.0005158
                 481,            0.010229,           0.0056616,           0.0005121,             0.99663,                   1,               0.995,             0.96562,           0.0059535,           0.0019644,          0.00028115,            0.000496,            0.000496,            0.000496
                 482,            0.010133,            0.005998,          0.00071429,             0.99663,                   1,               0.995,             0.97019,           0.0059944,           0.0019671,          0.00028017,           0.0004762,           0.0004762,           0.0004762
                 483,            0.010711,           0.0065871,          0.00060222,             0.99663,                   1,               0.995,             0.96968,           0.0059633,           0.0019577,          0.00027808,           0.0004564,           0.0004564,           0.0004564
